freq_GHz,L3,C_0_IALU,C_0_FPU,C_0_FPIW,C_0_REN,C_0_ROB,C_0_MMU,C_0_SQ,C_0_BTB,C_0_DC,C_0_IW,C_0_CALU,C_0_RBB,C_0_Other,C_0_L2,C_0_IRF,C_0_LQ,C_0_BP,C_0_IC,C_0_IB,C_0_ID,C_0_FPRF,C_1_IALU,C_1_FPU,C_1_FPIW,C_1_REN,C_1_ROB,C_1_MMU,C_1_SQ,C_1_BTB,C_1_DC,C_1_IW,C_1_CALU,C_1_RBB,C_1_Other,C_1_L2,C_1_IRF,C_1_LQ,C_1_BP,C_1_IC,C_1_IB,C_1_ID,C_1_FPRF,C_2_IALU,C_2_FPU,C_2_FPIW,C_2_REN,C_2_ROB,C_2_MMU,C_2_SQ,C_2_BTB,C_2_DC,C_2_IW,C_2_CALU,C_2_RBB,C_2_Other,C_2_L2,C_2_IRF,C_2_LQ,C_2_BP,C_2_IC,C_2_IB,C_2_ID,C_2_FPRF,C_3_IALU,C_3_FPU,C_3_FPIW,C_3_REN,C_3_ROB,C_3_MMU,C_3_SQ,C_3_BTB,C_3_DC,C_3_IW,C_3_CALU,C_3_RBB,C_3_Other,C_3_L2,C_3_IRF,C_3_LQ,C_3_BP,C_3_IC,C_3_IB,C_3_ID,C_3_FPRF
2.4,0.24271679,0.262141348,0.392711255,0.1124606412,0.054969349,0.0690460532422,0.42423305,0.2449609002,0.2537629625,0.0650103355,0.00876374125,0.170260569,0.311318157,0.0290454072,0.009786819,0.0550050034,0.1394140212,0.854210285,0.137503931,0.05875457336,0.13215739,0.055587959,0.412639348,0.426448255,0.1074516412,0.033901749,0.0690460532422,0.32225605,0.1854099002,0.1975989625,0.0491894355,0.00667799125,0.221927569,0.238962157,0.0134487372,0.004394739,0.0339864034,0.0857749212,0.537518285,0.107815831,0.04439967336,0.07922459,0.053754469,0.421789348,0.448325255,0.1128306412,0.035237249,0.0690460532422,0.33742905,0.1942699002,0.2071419625,0.0515434355,0.00698833125,0.225061569,0.245452157,0.0136898772,0.004498659,0.0354151034,0.0894208212,0.558993285,0.112233131,0.04653557336,0.08179419,0.053673609,0.420177348,0.443857255,0.1117116412,0.034913149,0.0690460532422,0.33410005,0.1923259002,0.2050709625,0.0510269355,0.00692025125,0.224500569,0.243954157,0.0136087272,0.004467429,0.0350644034,0.0885259212,0.553682285,0.111263931,0.04606687336,0.08121489,0.053645829
2.5,0.2443684,0.271928515,0.422505135,0.1210777995,0.059133512,0.0715810301996,0.456520122,0.2636561206,0.2730584757,0.0699593545,0.00942270414,0.176620093,0.331636145,0.0309037499,0.0104454273,0.0591581751,0.1499850779,0.917027203,0.147548072,0.0632419762,0.141821959,0.057878974,0.437090515,0.467948135,0.1179967995,0.037136912,0.0715810301996,0.353750122,0.2036421206,0.2169804757,0.0540174545,0.00732143414,0.233319093,0.256825145,0.0143987599,0.0047408273,0.0373027751,0.0942007779,0.588096203,0.117591072,0.0487759762,0.086070759,0.056214894,0.446527515,0.489381135,0.1232327995,0.038405512,0.0715810301996,0.368284122,0.2121291206,0.2261254757,0.0562720545,0.00761860414,0.236551093,0.263017145,0.0146178499,0.0048361073,0.0386590751,0.0976625779,0.608448203,0.121827072,0.0508217762,0.088512659,0.056089054,0.442055515,0.476997135,0.1201287995,0.037503012,0.0715810301996,0.359061122,0.2067441206,0.2203774757,0.0548414545,0.00743004414,0.235010093,0.258851145,0.0143945399,0.0047478773,0.0376916751,0.0951935779,0.593840203,0.119139072,0.0495236762,0.086828959,0.056048054
2.6,0.24401753,0.281894483,0.455463325,0.1305744779,0.063804495,0.0741617795224,0.492059455,0.284243541,0.2943085189,0.0754096786,0.01014773603,0.183095517,0.353806034,0.0328946927,0.0095797465,0.0638847978,0.1620203846,0.989081829,0.158565013,0.06818475574,0.152078927,0.060226717,0.456907483,0.494958325,0.1248884779,0.039293295,0.0741617795224,0.374198455,0.215418541,0.2294535189,0.0571293786,0.00773872603,0.243177517,0.269758034,0.0150799927,0.0044759465,0.0394627978,0.0996749846,0.621576829,0.124166013,0.05159525574,0.090869827,0.058670327,0.468065483,0.520991325,0.1312774779,0.040889495,0.0741617795224,0.392114455,0.225880541,0.2407075189,0.0599080786,0.00810490603,0.247000517,0.277482034,0.0153736027,0.0045855665,0.0411670978,0.1040253846,0.647172829,0.129395013,0.05411695574,0.093928527,0.058554127,0.464829483,0.512040325,0.1290314779,0.040236795,0.0741617795224,0.385447455,0.221987541,0.2365555189,0.0588740786,0.00796864603,0.245879517,0.274469034,0.0152133127,0.0045316465,0.0404663978,0.1022373846,0.636587829,0.127449013,0.05317855574,0.092730727,0.058515297
2.7,0.24364385,0.29204025,0.486308815,0.1395106962,0.068165188,0.07678815046,0.525481308,0.3035892214,0.3142071121,0.0805282076,0.01082905093,0.189688831,0.374896622,0.034760125,0.0101488149,0.0682630004,0.1731669812,1.055704834,0.168987655,0.07282691258,0.161908895,0.06263225,0.47899225,0.527816815,0.1332556962,0.041889188,0.07678815046,0.399039308,0.2297542214,0.2446531121,0.0609195076,0.00824547093,0.253865831,0.284772622,0.015868195,0.0047227649,0.0420839004,0.1063249812,0.661964834,0.132039655,0.05503021258,0.096537795,0.06119981,0.49053425,0.554642815,0.1398416962,0.043531888,0.07678815046,0.417482308,0.2405242214,0.2562341121,0.0637797076,0.00862232093,0.257819831,0.292722622,0.016166805,0.0048343849,0.0438379004,0.1108039812,0.688288834,0.137428655,0.05762601258,0.099670195,0.06108155,0.48749525,0.546271815,0.1377406962,0.042923288,0.07678815046,0.411252308,0.2368852214,0.2523551121,0.0628135076,0.00849502093,0.256773831,0.289903622,0.016019545,0.0047845649,0.0431844004,0.1091349812,0.678421834,0.135608655,0.05674911258,0.098556395,0.06104611
2.8,0.24366413,0.302365818,0.524354636,0.1505125146,0.073457672,0.0794678784,0.566664981,0.3274602117,0.3388242653,0.0868471467,0.01166852082,0.196398045,0.40009011,0.037050046,0.0108346632,0.0735694141,0.1866838979,1.136445255,0.181702196,0.07855884731,0.173929564,0.065855672,0.504760818,0.570255636,0.1440345146,0.045192172,0.0794610247208,0.431014981,0.2482502117,0.2642822653,0.0658132467,0.00889769082,0.265873045,0.30309611,0.016825846,0.0050264532,0.0454528141,0.1148838979,0.713696255,0.142018196,0.05946704731,0.103551164,0.064187892,0.516762818,0.598134636,0.1508835146,0.046903172,0.0794610247208,0.450184981,0.2594442117,0.2763152653,0.0687857467,0.00928925082,0.269992045,0.31136811,0.017133046,0.0051422532,0.0472792141,0.1195478979,0.741099255,0.147626196,0.06216504731,0.106797864,0.064095312,0.514286818,0.591336636,0.1491755146,0.046410572,0.0794610247208,0.445126981,0.2564902117,0.2731712653,0.0680013467,0.00918594082,0.269135045,0.30908211,0.017014546,0.0051023332,0.0467485141,0.1181928979,0.733082255,0.146146196,0.06145314731,0.105917264,0.064068683
2.9,0.24329942,0.312870286,0.570344777,0.163795943,0.079857895,0.0821804178508,0.616399733,0.3563185721,0.3685980085,0.0944882947,0.01268215871,0.203223139,0.429814298,0.039788409,0.0116415215,0.0800172708,0.2031171946,1.234373874,0.196945437,0.08549156055,0.188281632,0.068433165,0.528890286,0.607530777,0.153523943,0.048183395,0.0821804178508,0.459283733,0.2645745721,0.2815620085,0.0701288947,0.00947379871,0.277384139,0.319912298,0.017729609,0.0053105915,0.0484835708,0.1225791946,0.760366874,0.150931437,0.06337946055,0.109967032,0.066886025,0.541400286,0.636668777,0.160689943,0.049919095,0.0821804178508,0.479211733,0.2762105721,0.2940880085,0.0732184947,0.00988072871,0.281667139,0.328426298,0.018011709,0.0054195415,0.0503348708,0.1273081946,0.788102874,0.156767437,0.06618406055,0.113270932,0.066784345,0.539809286,0.632302777,0.159591943,0.049603895,0.0821804178508,0.475958733,0.2743115721,0.2920710085,0.0727141947,0.00981430871,0.281111139,0.326959298,0.017936109,0.0053943315,0.0499926708,0.1264341946,0.782926874,0.155815437,0.06572636055,0.112737132,0.066764391
3.0,0.24298199,0.323554453,0.600208228,0.172465041,0.084106448,0.0849437648744,0.648764856,0.3750283525,0.3878353617,0.0994331558,0.01334056661,0.210166143,0.450632286,0.041558331,0.0121863299,0.0842441905,0.2138779013,1.298700172,0.207127579,0.08997725229,0.1979257,0.071055328,0.559400453,0.661938228,0.167329041,0.052379548,0.0849437648744,0.500115856,0.2882293525,0.3066743617,0.0763892558,0.01030606661,0.291132143,0.342444286,0.018892231,0.0056848199,0.0527872905,0.1335259013,0.826106172,0.163546579,0.06905755229,0.1187067,0.069656088,0.570876453,0.688002228,0.173721041,0.053885348,0.0849437648744,0.517780856,0.2985443525,0.3177913617,0.0791276558,0.01066666661,0.295058143,0.349907286,0.019114331,0.0057743699,0.0543929905,0.1376269013,0.850119172,0.168725579,0.07154355229,0.1215711,0.069558168,0.565283453,0.672619228,0.169853041,0.052759548,0.0849437648744,0.506325856,0.2918553525,0.3106633617,0.0773518558,0.01043286661,0.293133143,0.344703286,0.018847331,0.0056830999,0.0531906905,0.1345559013,0.831993172,0.165367579,0.06993145229,0.1194948,0.069519248
3.1,0.24168255,0.334417521,0.638644999,0.18359783,0.089519192,0.0877523415554,0.690361639,0.3991216329,0.4126333449,0.1058059318,0.0141871485,0.217225027,0.476329074,0.043809594,0.0128632382,0.0896695201,0.227700048,1.381217587,0.22003542,0.09575912403,0.210041369,0.074118731,0.581897521,0.693712999,0.17546083,0.054951192,0.087752410156,0.524450639,0.3022446329,0.3214893449,0.0800887318,0.0108011485,0.302186027,0.357520074,0.019668594,0.0059251882,0.0553608201,0.140052048,0.865874587,0.17134442,0.07241112403,0.124371069,0.072471391,0.597116521,0.729873999,0.18438283,0.057164792,0.087752410156,0.549320639,0.3167666329,0.3370953449,0.0839437318,0.0113087485,0.307398027,0.368269074,0.020050894,0.0060704482,0.0577156201,0.146068048,0.901157587,0.17864342,0.07591112403,0.128579369,0.072387031,0.593635521,0.720314999,0.18197783,0.056466392,0.087752410156,0.542202639,0.3126106329,0.3326713449,0.0828404318,0.0111634485,0.306194027,0.365037074,0.019886594,0.0060147482,0.0569671201,0.144155048,0.889868587,0.17655442,0.07490942403,0.127320769,0.072359621
3.2,0.24240794,0.345461288,0.688767081,0.198079358,0.096555805,0.0906090929192,0.744504312,0.4305334532,0.4450099781,0.1141189228,0.0152891064,0.224400821,0.508657662,0.046710487,0.0137172665,0.0967658798,0.2457916947,1.4888557,0.236651061,0.10330407477,0.225593437,0.076974554,0.613313288,0.750959081,0.190035358,0.059393605,0.0906090929192,0.567621312,0.3272514532,0.3480199781,0.0867046228,0.0116803064,0.316355821,0.381275662,0.020881987,0.0063178665,0.0599109798,0.1516266947,0.9354127,0.184690061,0.07841277477,0.133603437,0.075435264,0.623646288,0.771993081,0.195116358,0.060470005,0.0906090929192,0.581061312,0.3350994532,0.3565049781,0.0887876228,0.0119545064,0.319890821,0.386798662,0.020992287,0.0063682365,0.0610588798,0.1545596947,0.9525187,0.188638061,0.08030407477,0.135655437,0.075290294,0.621418288,0.765899081,0.193580358,0.060027105,0.0906090929192,0.576518312,0.3324464532,0.3536879781,0.0880835228,0.0118618064,0.319118821,0.384740662,0.020888287,0.0063343965,0.0605813798,0.1533396947,0.9453117,0.187304061,0.07966477477,0.134882437,0.075265614
3.3,0.24258927,0.356681956,0.724347493,0.208423646,0.101559068,0.0935091479878,0.783117184,0.4528728736,0.4679602812,0.1200222329,0.01607384329,0.231693495,0.53294195,0.0487819,0.0143581348,0.1017385895,0.2584578714,1.564384089,0.248729502,0.1086601065,0.236953405,0.079837675,0.638417956,0.788915493,0.199734646,0.062413868,0.0935091479878,0.596355184,0.3438218736,0.3655402812,0.0910797329,0.01226444329,0.328403495,0.39853095,0.021761,0.0065926048,0.0629450895,0.1593278714,0.982051089,0.193814502,0.0823802065,0.140183405,0.078382115,0.654916956,0.826582493,0.208995646,0.064700768,0.0935091479878,0.622096184,0.3588518736,0.3816832812,0.0950687329,0.01278944329,0.334065495,0.40964595,0.0221465,0.0067399848,0.0653784895,0.1655458714,1.018477089,0.201383502,0.0860023065,0.144485405,0.078272395,0.651203956,0.816418493,0.206433646,0.063959468,0.0935091479878,0.614521184,0.3544288736,0.3769832812,0.0938948329,0.01263494329,0.332779495,0.40620595,0.0219738,0.0066813948,0.0645823895,0.1635118714,1.006478089,0.199155502,0.0849364065,0.143173405,0.078239905
